bank,review,rating,date,source,cleaned,sentiment
BOA,"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",1,2024-12-07,Google Play,give app star option experience incredibly frustrating extremely long loading time app close automatically time People choose mobile banking convenience app far time consume make bad hope improvement enhance user experience,NEGATIVE
BOA,Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06,Google Play,unprofessional mischievous bank opinion occasion recently Abyssinia Card withdraw money deduct account despite report time say process learn yesterday month bank decide include income absurd avoid bank,NEGATIVE
BOA,It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02,Google Play,work device,POSITIVE
BOA,My attention is very important because it will be the most difficult time for me,5,2024-11-30,Google Play,attention important difficult time,NEGATIVE
BOA,"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,2024-11-29,Google Play,bad experience mobile application year time fail Login automatically close app take loading time minute try access internal service transfer bank fail BOA fix app,NEGATIVE
BOA,I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28,Google Play,know app start great sudden work,POSITIVE
BOA,This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,2024-11-28,Google Play,application lose major faction daily basis count time app completely useless disappointing go use time need point,NEGATIVE
BOA,exellent digital transaction of money,5,2024-11-27,Google Play,exellent digital transaction money,NEGATIVE
BOA,The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,2024-11-26,Google Play,late update stop android phone open App work properly start,NEGATIVE
BOA,👏👏👏,5,2024-11-24,Google Play,,POSITIVE
BOA,Money,5,2024-11-24,Google Play,money,POSITIVE
BOA,It needs more improvment,2,2024-11-24,Google Play,need improvment,NEGATIVE
BOA,ab,3,2024-11-20,Google Play,ab,POSITIVE
BOA,Ademtahir,5,2024-11-20,Google Play,ademtahir,POSITIVE
BOA,✌️✌️,5,2024-11-20,Google Play,,POSITIVE
BOA,Please this app on my android phone,3,2024-11-20,Google Play,app android phone,POSITIVE
BOA,GOAT 🐐 🐐,5,2024-11-19,Google Play,GOAT,NEGATIVE
BOA,"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19,Google Play,app match bank app disaster super slow learn tele birr app,NEGATIVE
BOA,Fast and reliable,5,2024-11-18,Google Play,fast reliable,POSITIVE
BOA,"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,2024-11-17,Google Play,bad app update include developer option thing care phone money right reason switch bank turn discontinue business,NEGATIVE
BOA,Very good,5,2024-11-14,Google Play,good,POSITIVE
BOA,One of the poorest mobile banking system,1,2024-11-13,Google Play,poor mobile banking system,NEGATIVE
BOA,❤❤❤❤❤❤,5,2024-11-12,Google Play,,POSITIVE
BOA,Oene,5,2024-11-12,Google Play,oene,POSITIVE
BOA,i find it interesting specially in reciept downloading,1,2024-11-12,Google Play,find interesting specially reciept download,POSITIVE
BOA,it good,5,2024-11-12,Google Play,good,POSITIVE
BOA,"This app crashes everytime, please fix it",1,2024-11-12,Google Play,app crash everytime fix,NEGATIVE
BOA,አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,Google Play,አንድ star ራሱ not recomend use app bank,NEGATIVE
BOA,I need a support the app is not working,5,2024-11-12,Google Play,need support app work,NEGATIVE
BOA,Bast bank of ethiopia,5,2024-11-12,Google Play,Bast bank ethiopia,POSITIVE
BOA,very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,Google Play,slow app አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app ከቻላችሁ ሙሉ ለሙሉ እንደገና ይመራያል የወጣው ወጭ በሙስና የተበላ ነው,NEGATIVE
BOA,"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,Google Play,thank social service like vertual banking non touch ATM Cadrless withdrwal passbook,POSITIVE
BOA,The worst App i have never seen like this before,1,2024-11-12,Google Play,bad App see like,NEGATIVE
BOA,Wweeeer,4,2024-11-12,Google Play,Wweeeer,NEGATIVE
BOA,Infinx,5,2024-11-12,Google Play,infinx,NEGATIVE
BOA,Great service,5,2024-11-12,Google Play,great service,POSITIVE
BOA,This app is not available on all android versions and some times it is not functional.,1,2024-11-08,Google Play,app available android version time functional,POSITIVE
BOA,senayt Mesfin,4,2024-11-08,Google Play,senayt Mesfin,POSITIVE
BOA,Bad app vety bad.,1,2024-11-07,Google Play,bad app vety bad,NEGATIVE
BOA,Abessnya Banke,5,2024-11-05,Google Play,Abessnya Banke,NEGATIVE
BOA,"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,Google Play,useless app expect irrelevant app BOA big shame,NEGATIVE
BOA,Professional on banking app,5,2024-11-01,Google Play,Professional banking app,POSITIVE
BOA,Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,Google Play,nice interface freeze slow load developer fix issue,NEGATIVE
BOA,አይሰራም አስተካክሉት,5,2024-10-26,Google Play,አይሰራም አስተካክሉት,NEGATIVE
BOA,Please try another because this app doesn't feet the need of this generation,1,2024-10-25,Google Play,try app foot need generation,NEGATIVE
BOA,Fast transfer,5,2024-10-24,Google Play,fast transfer,POSITIVE
BOA,"What's up I can't log in, what's wrong",5,2024-10-22,Google Play,log wrong,NEGATIVE
BOA,Amrumehamed,1,2024-10-21,Google Play,Amrumehamed,POSITIVE
BOA,"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18,Google Play,nice meet proud bank Ethiopia member bank need solve problem international receive money online digital working service world work lot international money direct Ethiopia know legal way get money Ethiopia direct deposit BoA,NEGATIVE
BOA,ደደገነሐ,5,2024-10-15,Google Play,ደደገነሐ,NEGATIVE
BOA,"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14,Google Play,Terrible Bank experience unbelievable modern technology bank struggle basic transaction app constantly crash service limited time try transfer money load Telebirr huge delay wait day fail transaction refund USSD unreliable embarrassing situation countless time customer care fix switch bank,NEGATIVE
BOA,A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13,Google Play,painfully slow banking app service choice,NEGATIVE
BOA,Good App,4,2024-10-12,Google Play,Good App,POSITIVE
BOA,Best app to me,5,2024-10-11,Google Play,good app,POSITIVE
BOA,BOA,5,2024-10-11,Google Play,boa,NEGATIVE
BOA,Abdulkadir,5,2024-10-11,Google Play,abdulkadir,POSITIVE
BOA,Bad,1,2024-10-10,Google Play,bad,NEGATIVE
BOA,If it is possible I would gove0 star,1,2024-10-08,Google Play,possible star,POSITIVE
BOA,Nise mobile bankig,4,2024-10-05,Google Play,Nise mobile bankig,NEGATIVE
BOA,Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,Google Play,overall good app performance need improvement instant bank transfer refuse cause repeat time transfer,POSITIVE
BOA,Ok,5,2024-10-04,Google Play,ok,POSITIVE
BOA,Just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04,Google Play,work embarrassing bank size,NEGATIVE
BOA,Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,Google Play,update simple way require developer option,POSITIVE
BOA,"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",1,2024-10-04,Google Play,stop tell phone BOA newly update app ask disable developer option slow phone use God damn app,NEGATIVE
BOA,I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04,Google Play,live country download use mobile banking ask Ethiopia phone number receive text confirm country lete know use outside country thank,NEGATIVE
BOA,Worest app,1,2024-10-03,Google Play,worest app,NEGATIVE
BOA,The worest app ever,1,2024-10-03,Google Play,worest app,NEGATIVE
BOA,አሪፍ ነው በርቱልን,5,2024-10-03,Google Play,አሪፍ ነው በርቱልን,NEGATIVE
BOA,Wwwerrr,5,2024-10-02,Google Play,Wwwerrr,NEGATIVE
BOA,ጀማል ውቀቱ,5,2024-09-30,Google Play,ጀማል ውቀቱ,NEGATIVE
BOA,Great For Financial company,5,2024-09-30,Google Play,great financial company,POSITIVE
BOA,Very easy to use,5,2024-09-30,Google Play,easy use,POSITIVE
BOA,The App's crash always.. Error.....,3,2024-09-27,Google Play,App crash error,NEGATIVE
BOA,This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,1,2024-09-26,Google Play,app incredibly frustrating use fill issue difficult navigate complete task efficiently encounter poorly design banking application need significant improvement enhance user experience deserve vey low rating,NEGATIVE
BOA,Great UI and seamless UX. I love it!!,5,2024-09-25,Google Play,Great UI seamless UX love,POSITIVE
BOA,That's too good application but try to add more alternatives and futures or possibilitys for your customers,3,2024-09-25,Google Play,good application try add alternative future possibility customer,POSITIVE
BOA,It's easy used to operate program and secured 👍👍,4,2024-09-25,Google Play,easy operate program secure,POSITIVE
BOA,I bought a mobile card on this app but I didn't receive it and it took my money and I didn't get my money back.,1,2024-09-21,Google Play,buy mobile card app receive take money money,NEGATIVE
BOA,Amazing,5,2024-09-19,Google Play,amazing,POSITIVE
BOA,Great app with great services,5,2024-09-19,Google Play,great app great service,POSITIVE
BOA,Yes active user,5,2024-09-17,Google Play,yes active user,POSITIVE
BOA,Shameful,1,2024-09-17,Google Play,shameful,NEGATIVE
BOA,The worest app ever made i would not recommende for no one,1,2024-09-16,Google Play,worest app recommende,NEGATIVE
BOA,Good application,5,2024-09-16,Google Play,good application,POSITIVE
BOA,"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",1,2024-09-15,Google Play,hour wait transfer money telebirr transfer delay issue need money,NEGATIVE
BOA,"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,2024-09-15,Google Play,BOA unreasonably hold delay transaction day transaction bank huge gap observe BOA mobile banking experience kind challenge have transaction bank mobile banking platform wait long call customer support team response give system hold transaction release work day totally fair,POSITIVE
BOA,የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),5,2024-09-14,Google Play,የእርስዎን ተሞክሮ ይግለጹ አማራጭ,NEGATIVE
BOA,It's not working. It needs a big update. Can't you update the app quickly?,1,2024-09-14,Google Play,work need big update update app quickly,NEGATIVE
BOA,"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",3,2024-09-14,Google Play,Aimohon Joel good Better Conversation Time,POSITIVE
BOA,"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",1,2024-09-13,Google Play,well app mobile app turn developer option time wanna use app annoying,NEGATIVE
BOA,Bes and freindly app,5,2024-09-13,Google Play,Bes freindly app,NEGATIVE
BOA,It doesn't work.,1,2024-09-12,Google Play,work,POSITIVE
BOA,"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",1,2024-09-11,Google Play,request successful check device connectivity try bank manager tell phone android version ridiculous disappointing,NEGATIVE
BOA,How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11,Google Play,download screenshot payment receipt kinda bad app,NEGATIVE
BOA,Smart technology,5,2024-09-10,Google Play,smart technology,POSITIVE
BOA,Yegema app tish🪨,1,2024-09-08,Google Play,Yegema app,POSITIVE
BOA,"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",1,2024-09-07,Google Play,appropriate app know boa develop app expect crazy un confortable app form BOA soory,NEGATIVE
BOA,"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",1,2024-09-06,Google Play,shockingly bad decide work painfully slow frustrating shame stain extraordinary bank,NEGATIVE
BOA,"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",1,2024-09-06,Google Play,crash frequently launch Android think actually work version available download device begin like finance app well month ago upgrade well,NEGATIVE
BOA,Awesome application. But lately its crashing everytime i opened it.,4,2024-09-05,Google Play,awesome application lately crash everytime open,POSITIVE
BOA,እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,1,2024-09-05,Google Play,እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,NEGATIVE
BOA,Fast one,3,2024-09-04,Google Play,fast,POSITIVE
BOA,Nice looking app but a terrible user experience.,1,2024-09-03,Google Play,nice look app terrible user experience,NEGATIVE
BOA,The worest MB app ever!!🙄,1,2024-09-02,Google Play,wor mb app,NEGATIVE
BOA,It is ok,5,2024-09-01,Google Play,ok,POSITIVE
BOA,Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,1,2024-08-30,Google Play,plz fix Apps screenshot lovation hide glarey share botten work,NEGATIVE
BOA,Apollo's,1,2024-08-29,Google Play,Apollo,POSITIVE
BOA,The worst experience ever,1,2024-08-29,Google Play,bad experience,NEGATIVE
BOA,Hussenaliumar,5,2024-08-29,Google Play,Hussenaliumar,NEGATIVE
BOA,Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28,Google Play,hi problem App BOA mobile know wrong App time download sam work sam like app way customer know account checking save book,NEGATIVE
BOA,It is not work for my device,5,2024-08-27,Google Play,work device,POSITIVE
BOA,"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26,Google Play,sick tiered enable disable Developer Option Everytime use app maybe know maybe nt fix anoying,NEGATIVE
BOA,The worst app ever,1,2024-08-26,Google Play,bad app,NEGATIVE
BOA,Betanya Gebre,3,2024-08-23,Google Play,Betanya Gebre,POSITIVE
BOA,I dont recommand it to any one,1,2024-08-23,Google Play,not recommand,NEGATIVE
BOA,Excellent app,5,2024-08-21,Google Play,excellent app,POSITIVE
BOA,"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,Google Play,application work update able use forgot password feature block access,NEGATIVE
BOA,ትርሃስ,5,2024-08-19,Google Play,ትርሃስ,NEGATIVE
BOA,Gio,4,2024-08-19,Google Play,Gio,POSITIVE
BOA,App isn't working,1,2024-08-18,Google Play,App work,POSITIVE
BOA,so far good but always it lugs,3,2024-08-17,Google Play,far good lug,POSITIVE
BOA,Don't trust this bank and its service.,1,2024-08-16,Google Play,trust bank service,POSITIVE
BOA,"I can not open and use the application,please help me!",5,2024-08-15,Google Play,open use application help,POSITIVE
BOA,Horrible,1,2024-08-14,Google Play,horrible,NEGATIVE
BOA,Mostly not working 😑,1,2024-08-14,Google Play,work,POSITIVE
BOA,Awesome 👌,5,2024-08-12,Google Play,awesome,POSITIVE
BOA,"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,Google Play,despite enhance technology application work properly ask developer option turn fix,NEGATIVE
BOA,Very poor app b/c highly slow to open the app,1,2024-08-12,Google Play,poor app b c highly slow open app,NEGATIVE
BOA,Wedi Tekle .,5,2024-08-11,Google Play,Wedi Tekle,NEGATIVE
BOA,Bad app📱👎👎👎,1,2024-08-11,Google Play,bad app,NEGATIVE
BOA,Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11,Google Play,Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf,NEGATIVE
BOA,Nice appp,5,2024-08-11,Google Play,nice appp,POSITIVE
BOA,ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10,Google Play,ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን ከዘመን አንጉደል,NEGATIVE
BOA,Gooood app my dear,5,2024-08-10,Google Play,gooood app dear,NEGATIVE
BOA,Harun tamam galanaa,3,2024-08-09,Google Play,Harun tamam galanaa,NEGATIVE
BOA,"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,Google Play,total disaster app offline work embarassing lose hope take business competitor,NEGATIVE
BOA,Gamebela,1,2024-08-08,Google Play,Gamebela,POSITIVE
BOA,so poor app to use can't start up when open the app,1,2024-08-08,Google Play,poor app use start open app,NEGATIVE
BOA,"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,Google Play,app take long time open work simply bank application app digital invoice able find screeshot keep transaction developer fix,NEGATIVE
BOA,Good job,5,2024-08-07,Google Play,good job,POSITIVE
BOA,"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,Google Play,bad app user friendly serve basic functionality correctly take time login navigate app expect bank,NEGATIVE
BOA,Bad app .,1,2024-08-06,Google Play,bad app,NEGATIVE
BOA,"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,Google Play,mean big financial company like irresponsible release app ashamed,NEGATIVE
BOA,Review,5,2024-08-06,Google Play,review,POSITIVE
BOA,Goood,4,2024-08-06,Google Play,goood,NEGATIVE
BOA,👎👎👎👎👎👎👎👎👎,1,2024-08-06,Google Play,,POSITIVE
BOA,Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,Google Play,necessary switch developer option time use mobile banking,NEGATIVE
BOA,The previous version is better it doesn't work,1,2024-08-04,Google Play,previous version well work,POSITIVE
DASHEN,very smart App easy to use and friendly,5,2025-11-29,Google Play,smart App easy use friendly,POSITIVE
DASHEN,Very exemplery App to other Bank Aps !,5,2025-11-29,Google Play,exemplery App Bank Aps,NEGATIVE
DASHEN,good,5,2025-11-29,Google Play,good,POSITIVE
DASHEN,It Is An Amazing app,4,2025-11-28,Google Play,amazing app,POSITIVE
DASHEN,"its fast and easy to communicate to the app and its available all area keep it up.i will make Happy for this application thank you dashen bank for your effort,commitment and dedication. i appricated your work.",5,2025-11-26,Google Play,fast easy communicate app available area happy application thank dashen bank effort commitment dedication appricate work,POSITIVE
DASHEN,What do you care about my phone's settings? Who are you to tell me what to turn off and on? It is my phone after all. This *develoler option* thing will cost you a lot of users who are willing to leave the bank once and for all. Turn this thing off. 6 you fear this is a security issue fix your side not mine.,1,2025-11-25,Google Play,care phone setting tell turn phone develoler option thing cost lot user willing leave bank turn thing fear security issue fix,NEGATIVE
DASHEN,Exceptional Product.,5,2025-11-23,Google Play,Exceptional Product,POSITIVE
DASHEN,very easy app,3,2025-11-23,Google Play,easy app,POSITIVE
DASHEN,"The Dashen Super App is very impressive. It is fast, easy to use, and provides smooth access to all essential banking services. Money transfer, bill payment, balance check, and other features work efficiently without issues. The design is clean and user-friendly. Great step forward in digital banking — keep up the good work, Dashen Bank!..",5,2025-11-19,Google Play,Dashen Super App impressive fast easy use provide smooth access essential banking service money transfer bill payment balance check feature work efficiently issue design clean user friendly great step forward digital banking good work Dashen Bank,POSITIVE
DASHEN,በጣም ፈጣን ሥቹ አስተማማኝ ወድጃዋለው,5,2025-11-18,Google Play,በጣም ፈጣን ሥቹ አስተማማኝ ወድጃዋለው,NEGATIVE
DASHEN,bill payment options are limited in this app please add ethio telecom bill electric bill etc.. instead of adding nonsense in banking app,1,2025-11-18,Google Play,bill payment option limit app add ethio telecom bill electric bill etc instead add nonsense banking app,NEGATIVE
DASHEN,"it's a really slow app, I'm not sure what the issue is. Even other bank transfers are not working",2,2025-11-18,Google Play,slow app sure issue bank transfer work,NEGATIVE
DASHEN,always updating bad stability,1,2025-11-17,Google Play,update bad stability,NEGATIVE
DASHEN,"it say's disable developer option, i disabled it but its not working still",1,2025-11-17,Google Play,disable developer option disable work,NEGATIVE
DASHEN,with the super app evry thing i need is just a tap away,5,2025-11-17,Google Play,super app evry thing need tap away,NEGATIVE
DASHEN,nice,5,2025-11-16,Google Play,nice,POSITIVE
DASHEN,eyita tips,1,2025-11-15,Google Play,eyita tip,POSITIVE
DASHEN,clear and presize,5,2025-11-15,Google Play,clear presize,POSITIVE
DASHEN,smooth and easy!!!,5,2025-11-14,Google Play,smooth easy,POSITIVE
DASHEN,I have had an amazing experience with this app;ot os convenient and easy to use,5,2025-11-14,Google Play,amazing experience os convenient easy use,POSITIVE
DASHEN,"All in One Super App with smooth navigation, transaction and lifestyle services",5,2025-11-14,Google Play,Super App smooth navigation transaction lifestyle service,POSITIVE
DASHEN,Very nice App.,5,2025-11-14,Google Play,nice App,POSITIVE
DASHEN,system failure transfer to others account,2,2025-11-13,Google Play,system failure transfer account,NEGATIVE
DASHEN,thank you,1,2025-11-13,Google Play,thank,POSITIVE
DASHEN,"Only the UI/UX is good, but it doesn't function properly. It's a shame that a leading tech bank has such an app. Amole is far better.",1,2025-11-13,Google Play,UI UX good function properly shame lead tech bank app Amole far well,NEGATIVE
DASHEN,"excellent app. to use perfectlly to pay,transfer,tele airtime and so on.",5,2025-11-12,Google Play,excellent app use perfectlly pay transfer tele airtime,POSITIVE
DASHEN,wow dashen bank super app,5,2025-11-12,Google Play,wow dashen bank super app,POSITIVE
DASHEN,"This so-called “Super App” is a complete disappointment. It’s confusing, slow, and full of glitches honestly, it feels like it was designed to test people’s patience, not to help them bank. Calling it “super” is a joke; it’s one of the most useless apps I’ve ever used.",1,2025-11-11,Google Play,call Super App complete disappointment confusing slow glitch honestly feel like design test people patience help bank call super joke useless app,NEGATIVE
DASHEN,Best Mobile Banking App in Ethiopia .,5,2025-11-11,Google Play,Best Mobile Banking App Ethiopia,POSITIVE
DASHEN,very nice app I have ever seen,5,2025-11-10,Google Play,nice app see,POSITIVE
DASHEN,NASTY BANK . EVEN THE SUPPER APP IS NOT WORKING WELL. WHEN I AM CALLING THEM THEY ARE NOT RESPONSE . PLEASE DON'T USE THIS APP BECAUSE YOU WILL LOSS YOU TIME ;ENERGY AND EVERYTHING . HOPELESS Bank .,1,2025-11-10,Google Play,NASTY BANK supper app work call response use app loss TIME ENERGY HOPELESS Bank,NEGATIVE
DASHEN,it's good but is not fast,5,2025-11-09,Google Play,good fast,POSITIVE
DASHEN,your financial system must improved,4,2025-11-09,Google Play,financial system improve,POSITIVE
DASHEN,your service is too good,5,2025-11-09,Google Play,service good,POSITIVE
DASHEN,good experience,5,2025-11-09,Google Play,good experience,POSITIVE
DASHEN,ok,5,2025-11-08,Google Play,ok,POSITIVE
DASHEN,"Amazing app, 👏",5,2025-11-07,Google Play,amazing app,POSITIVE
DASHEN,wooow,5,2025-11-07,Google Play,wooow,NEGATIVE
DASHEN,Nice app,5,2025-11-07,Google Play,nice app,POSITIVE
DASHEN,best,5,2025-11-07,Google Play,good,POSITIVE
DASHEN,"easy to use, friendly",5,2025-11-06,Google Play,easy use friendly,POSITIVE
DASHEN,"12yr more LC, UCP & ICC & loan",5,2025-11-06,Google Play,LC UCP ICC loan,NEGATIVE
DASHEN,"not attractive and friendly app. Check Awash, CBE apps",1,2025-11-06,Google Play,attractive friendly app check awash CBE app,POSITIVE
DASHEN,amzing,5,2025-11-06,Google Play,amzing,NEGATIVE
DASHEN,"The Dashen Super App is very impressive. It is fast, easy to use, and provides smooth access to all essential banking services. Money transfer, bill payment, balance check, and other features work efficiently without issues. The design is clean and user-friendly. Great step forward in digital banking — keep up the good work, Dashen Bank!",5,2025-11-05,Google Play,Dashen Super App impressive fast easy use provide smooth access essential banking service money transfer bill payment balance check feature work efficiently issue design clean user friendly great step forward digital banking good work Dashen Bank,POSITIVE
DASHEN,betam kerfafa naw,1,2025-11-05,Google Play,betam kerfafa naw,NEGATIVE
DASHEN,exceptional,5,2025-11-05,Google Play,exceptional,POSITIVE
DASHEN,worst app ever,1,2025-11-05,Google Play,bad app,NEGATIVE
DASHEN,"Dashen, always two step ahead.",5,2025-11-05,Google Play,Dashen step ahead,POSITIVE
DASHEN,"Please try to fix the barrier between other banks specially with ""Commercial bank of Ethiopia""",3,2025-11-05,Google Play,try fix barrier bank specially commercial bank Ethiopia,NEGATIVE
DASHEN,👍,5,2025-11-05,Google Play,,POSITIVE
DASHEN,i am using,5,2025-11-05,Google Play,,POSITIVE
DASHEN,It is a wonderful App developed by a local talent. It deserves an appreciation. It will continue to evolve with new exciting features.,5,2025-11-05,Google Play,wonderful App develop local talent deserve appreciation continue evolve new exciting feature,POSITIVE
DASHEN,wonderful app,5,2025-11-05,Google Play,wonderful app,POSITIVE
DASHEN,"i love the app it features are perfect, but it asks to update too many times to activate your need to visit a nearest branch and that takes time. other than that the app is great I like it",5,2025-11-05,Google Play,love app feature perfect ask update time activate need visit near branch take time app great like,POSITIVE
DASHEN,go ahead,5,2025-11-05,Google Play,ahead,POSITIVE
DASHEN,its supper,5,2025-11-04,Google Play,supper,POSITIVE
DASHEN,Good,5,2025-11-04,Google Play,good,POSITIVE
DASHEN,it's so boring,1,2025-11-04,Google Play,boring,NEGATIVE
DASHEN,Dashen Bank Super App is the latest version of online banking system that is the gift from Dashen bank for us Thanks to Dashen,5,2025-11-04,Google Play,Dashen Bank Super App late version online banking system gift Dashen bank thank Dashen,POSITIVE
